ECH;Size;Family;Genus;Species;Sex;Espece_Conc;Line;Coll.;Det.;ID;Municipality;Address;Latitude;Longitude;Nest number;Nest length [m];Nest size [m];Date;P;Pavement type;Pavement location
G3;2;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G3;Schaerbeek;Avenue Sleeckx, 76-106;50,874945;4,382368;50;100;3;27.V.2020;14H00;pavés grès;Trottoir
G3;1;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G3;Schaerbeek;Avenue Sleeckx, 76-106;50,874945;4,382368;50;100;3;27.V.2020;14H00;pavés grès;Trottoir
G3;1;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G3;Schaerbeek;Avenue Sleeckx, 76-106;50,874945;4,382368;50;100;3;27.V.2020;14H00;pavés grès;Trottoir
G3;1,5;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G3;Schaerbeek;Avenue Sleeckx, 76-106;50,874945;4,382368;50;100;3;27.V.2020;14H00;pavés grès;Trottoir
G4;1,8;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G4;Schaerbeek;Avenue Emile Verhaeren, 49-95;50,874175;4,382072;150;65;3;27.V.2020;15H00;pavés grès;Trottoir
G4;0,5;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G4;Schaerbeek;Avenue Emile Verhaeren, 49-95;50,874175;4,382072;150;65;3;27.V.2020;15H00;pavés grès;Trottoir
G4;0,7;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G4;Schaerbeek;Avenue Emile Verhaeren, 49-95;50,874175;4,382072;150;65;3;27.V.2020;15H00;pavés grès;Trottoir
G4;1,5;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G4;Schaerbeek;Avenue Emile Verhaeren, 49-95;50,874175;4,382072;150;65;3;27.V.2020;15H00;pavés grès;Trottoir
G4;2;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G4;Schaerbeek;Avenue Emile Verhaeren, 49-95;50,874175;4,382072;150;65;3;27.V.2020;15H00;pavés grès;Trottoir
G4;1;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G4;Schaerbeek;Avenue Emile Verhaeren, 49-95;50,874175;4,382072;150;65;3;27.V.2020;15H00;pavés grès;Trottoir
G7;0,4;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G7;Saint-Gilles;Avenue Jef Lambeaux, 32-40;50,823004;4,346454;50;30;2,5;28.V.2020;15H00;pavés grès;Pas de maison_Trottoir
G7;1;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G7;Saint-Gilles;Avenue Jef Lambeaux, 32-40;50,823004;4,346454;50;30;2,5;28.V.2020;15H00;pavés grès;Pas de maison_Trottoir
G7;1;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G7;Saint-Gilles;Avenue Jef Lambeaux, 32-40;50,823004;4,346454;50;30;2,5;28.V.2020;15H00;pavés grès;Pas de maison_Trottoir
G7;0,5;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G7;Saint-Gilles;Avenue Jef Lambeaux, 32-40;50,823004;4,346454;50;30;2,5;28.V.2020;15H00;pavés grès;Pas de maison_Trottoir
G7;0,7;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G7;Saint-Gilles;Avenue Jef Lambeaux, 32-40;50,823004;4,346454;50;30;2,5;28.V.2020;15H00;pavés grès;Pas de maison_Trottoir
G7;1;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G7;Saint-Gilles;Avenue Jef Lambeaux, 32-40;50,823004;4,346454;50;30;2,5;28.V.2020;15H00;pavés grès;Pas de maison_Trottoir
G8;1,3;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G8;Bruxelles;Rue Kindermans, 3;50,823067;4,36609;30;8;2;28.V.2020;16H00;dalles béton;Trottoir
G8;0,5;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G8;Bruxelles;Rue Kindermans, 3;50,823067;4,36609;30;8;2;28.V.2020;16H00;dalles béton;Trottoir
G8;1,3;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G8;Bruxelles;Rue Kindermans, 3;50,823067;4,36609;30;8;2;28.V.2020;16H00;dalles béton;Trottoir
G8;2;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G8;Bruxelles;Rue Kindermans, 3;50,823067;4,36609;30;8;2;28.V.2020;16H00;dalles béton;Trottoir
G8;0,8;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G8;Bruxelles;Rue Kindermans, 3;50,823067;4,36609;30;8;2;28.V.2020;16H00;dalles béton;Trottoir
G8;2,3;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;G8;Bruxelles;Rue Kindermans, 3;50,823067;4,36609;30;8;2;28.V.2020;16H00;dalles béton;Trottoir
V2;1,5;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V2;Ixelles;Rue Washington, 198-202, présent sur toute la rue ;50,8190362;4,3631752;300;1;3;05.V.2020;14H00;pavés grès;Trottoir
V2;1,5;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V2;Ixelles;Rue Washington, 198-202, présent sur toute la rue ;50,8190362;4,3631752;300;1;3;05.V.2020;14H00;pavés grès;Trottoir
V2;1,8;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V2;Ixelles;Rue Washington, 198-202, présent sur toute la rue ;50,8190362;4,3631752;300;1;3;05.V.2020;14H00;pavés grès;Trottoir
V2;2,2;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V2;Ixelles;Rue Washington, 198-202, présent sur toute la rue ;50,8190362;4,3631752;300;1;3;05.V.2020;14H00;pavés grès;Trottoir
V2;2,1;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V2;Ixelles;Rue Washington, 198-202, présent sur toute la rue ;50,8190362;4,3631752;300;1;3;05.V.2020;14H00;pavés grès;Trottoir
V2;1,2;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V2;Ixelles;Rue Washington, 198-202, présent sur toute la rue ;50,8190362;4,3631752;300;1;3;05.V.2020;14H00;pavés grès;Trottoir
V3;1,5;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V3;Ixelles;Rue Dautzenberg, 66-70, présent sur toute la rue;50,8261312;4,3669257;350;2;2,5;08.V.2020;11H30;pavés grès;Trottoir
V3;2,1;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V3;Ixelles;Rue Dautzenberg, 66-70, présent sur toute la rue;50,8261312;4,3669257;350;2;2,5;08.V.2020;11H30;pavés grès;Trottoir
V3;1,3;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V3;Ixelles;Rue Dautzenberg, 66-70, présent sur toute la rue;50,8261312;4,3669257;350;2;2,5;08.V.2020;11H30;pavés grès;Trottoir
V3;0,9;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V3;Ixelles;Rue Dautzenberg, 66-70, présent sur toute la rue;50,8261312;4,3669257;350;2;2,5;08.V.2020;11H30;pavés grès;Trottoir
V3;1;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V3;Ixelles;Rue Dautzenberg, 66-70, présent sur toute la rue;50,8261312;4,3669257;350;2;2,5;08.V.2020;11H30;pavés grès;Trottoir
V3;1,2;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V3;Ixelles;Rue Dautzenberg, 66-70, présent sur toute la rue;50,8261312;4,3669257;350;2;2,5;08.V.2020;11H30;pavés grès;Trottoir
V5;1;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V5;Uccle;Avenue du lycée français 5, 5a;50,7893569;4,3444865;200;3,2;2,5;21.V.2020;13H30;pavés béton carrés;trottoir_pas d'escalier
V5;1;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V5;Uccle;Avenue du lycée français 5, 5a;50,7893569;4,3444865;200;3,2;2,5;21.V.2020;13H30;pavés béton carrés;trottoir_pas d'escalier
V5;1;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);V. Van Keymeulen;J. Bonnet;V5;Uccle;Avenue du lycée français 5, 5a;50,7893569;4,3444865;200;3,2;2,5;21.V.2020;13H30;pavés béton carrés;trottoir_pas d'escalier
41;0,5;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;41;Saint-Gilles;Place Louis Morichar en face du 38-39;50,8265883;4,3481797;10;2;1;06.V.2020;13h00;;Trottoir
41;1;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;41;Saint-Gilles;Place Louis Morichar en face du 38-39;50,8265883;4,3481797;10;2;1;06.V.2020;13h00;;Trottoir
41;0,8;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;41;Saint-Gilles;Place Louis Morichar en face du 38-39;50,8265883;4,3481797;10;2;1;06.V.2020;13h00;;Trottoir
41;1,5;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;41;Saint-Gilles;Place Louis Morichar en face du 38-39;50,8265883;4,3481797;10;2;1;06.V.2020;13h00;;Trottoir
41;0,8;Andrenidae;Andrena;barbilabris;female;Andrena_barbilabris;(Kirby 1802);G. Noël;J. Bonnet;41;Saint-Gilles;Place Louis Morichar en face du 38-39;50,8265883;4,3481797;10;2;1;06.V.2020;13h00;;Trottoir
G1;1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G1;Watermael-Boitsfort;Rue de l'abreuvoir 2-10 en jonction avec Avenue Jagersveld 7-13;50,796779;4,415359;150;100;2;26.V.2020;15H00;dalles béton;Trottoir_Rue
G1;1,5;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G1;Watermael-Boitsfort;Rue de l'abreuvoir 2-10 en jonction avec Avenue Jagersveld 7-13;50,796779;4,415359;150;100;2;26.V.2020;15H00;dalles béton;Trottoir_Rue
G1;1,3;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G1;Watermael-Boitsfort;Rue de l'abreuvoir 2-10 en jonction avec Avenue Jagersveld 7-13;50,796779;4,415359;150;100;2;26.V.2020;15H00;dalles béton;Trottoir_Rue
G1;1,3;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G1;Watermael-Boitsfort;Rue de l'abreuvoir 2-10 en jonction avec Avenue Jagersveld 7-13;50,796779;4,415359;150;100;2;26.V.2020;15H00;dalles béton;Trottoir_Rue
G1;2,4;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G1;Watermael-Boitsfort;Rue de l'abreuvoir 2-10 en jonction avec Avenue Jagersveld 7-13;50,796779;4,415359;150;100;2;26.V.2020;15H00;dalles béton;Trottoir_Rue
G1;2;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G1;Watermael-Boitsfort;Rue de l'abreuvoir 2-10 en jonction avec Avenue Jagersveld 7-13;50,796779;4,415359;150;100;2;26.V.2020;15H00;dalles béton;Trottoir_Rue
G2;0,5;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G2;Woluwé-Saint-Lambert;Rue Abbé Jean Heyman, entrée de l'école Princesse Paola;50,8496;4,426647;200;40;5;26.V.2020;16H00;dalles béton;Trottoir
G2;1,3;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G2;Woluwé-Saint-Lambert;Rue Abbé Jean Heyman, entrée de l'école Princesse Paola;50,8496;4,426647;200;40;5;26.V.2020;16H00;dalles béton;Trottoir
G2;1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G2;Woluwé-Saint-Lambert;Rue Abbé Jean Heyman, entrée de l'école Princesse Paola;50,8496;4,426647;200;40;5;26.V.2020;16H00;dalles béton;Trottoir
G5;1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G5;Schaerbeek;Rue Chaumontel, 3-7;50,8782098;4,3890593;300;100;3;27.V.2020;16H00;pavés grès;Trottoir
G5;1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G5;Schaerbeek;Rue Chaumontel, 3-7;50,8782098;4,3890593;300;100;3;27.V.2020;16H00;pavés grès;Trottoir
G5;1,8;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G5;Schaerbeek;Rue Chaumontel, 3-7;50,8782098;4,3890593;300;100;3;27.V.2020;16H00;pavés grès;Trottoir
G5;1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G5;Schaerbeek;Rue Chaumontel, 3-7;50,8782098;4,3890593;300;100;3;27.V.2020;16H00;pavés grès;Trottoir
G5;1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G5;Schaerbeek;Rue Chaumontel, 3-7;50,8782098;4,3890593;300;100;3;27.V.2020;16H00;pavés grès;Trottoir
G5;0,8;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G5;Schaerbeek;Rue Chaumontel, 3-7;50,8782098;4,3890593;300;100;3;27.V.2020;16H00;pavés grès;Trottoir
G6;1,4;Philantidae;Philanthus;triangulum;female;Philanthus_triangulum;(Fabricius 1775);G. Noël;G. Noël;G6;Schaerbeek;Rue Victor Lefèvre, 5-21;50,8448528;4,3962065;70;50;2;27.V.2020;17H00;pavés grès;Trottoir
G6;1,4;Philantidae;Philanthus;triangulum;female;Philanthus_triangulum;(Fabricius 1775);G. Noël;G. Noël;G6;Schaerbeek;Rue Victor Lefèvre, 5-21;50,8448528;4,3962065;70;50;2;27.V.2020;17H00;pavés grès;Trottoir
G6;1,3;Philantidae;Philanthus;triangulum;female;Philanthus_triangulum;(Fabricius 1775);G. Noël;G. Noël;G6;Schaerbeek;Rue Victor Lefèvre, 5-21;50,8448528;4,3962065;70;50;2;27.V.2020;17H00;pavés grès;Trottoir
G6;1;Philantidae;Philanthus;triangulum;female;Philanthus_triangulum;(Fabricius 1775);G. Noël;G. Noël;G6;Schaerbeek;Rue Victor Lefèvre, 5-21;50,8448528;4,3962065;70;50;2;27.V.2020;17H00;pavés grès;Trottoir
G6;0,8;Philantidae;Philanthus;triangulum;female;Philanthus_triangulum;(Fabricius 1775);G. Noël;G. Noël;G6;Schaerbeek;Rue Victor Lefèvre, 5-21;50,8448528;4,3962065;70;50;2;27.V.2020;17H00;pavés grès;Trottoir
G6;2,5;Philantidae;Philanthus;triangulum;female;Philanthus_triangulum;(Fabricius 1775);G. Noël;G. Noël;G6;Schaerbeek;Rue Victor Lefèvre, 5-21;50,8448528;4,3962065;70;50;2;27.V.2020;17H00;pavés grès;Trottoir
G9;0,8;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G9;Ixelles;Avenue George Bergmann, 109;50,8083533;4,3889264;35;11;2;28.V.2020;17H00;dalles béton;Trottoir
G9;2,5;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G9;Ixelles;Avenue George Bergmann, 109;50,8083533;4,3889264;35;11;2;28.V.2020;17H00;dalles béton;Trottoir
G9;1,1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);G. Noël;G. Noël;G9;Ixelles;Avenue George Bergmann, 109;50,8083533;4,3889264;35;11;2;28.V.2020;17H00;dalles béton;Trottoir
V14;0,5;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V14;Uccle;Avenue Guillaume Herinckx, 13;50,7946396;4,3336822;80;4,705882353;1;02.VI.2020;16H30;dalles béton;cour
V14;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V14;Uccle;Avenue Guillaume Herinckx, 13;50,7946396;4,3336822;80;4,705882353;1;02.VI.2020;16H30;dalles béton;cour
V14;0,6;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V14;Uccle;Avenue Guillaume Herinckx, 13;50,7946396;4,3336822;80;4,705882353;1;02.VI.2020;16H30;dalles béton;cour
V14;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V14;Uccle;Avenue Guillaume Herinckx, 13;50,7946396;4,3336822;80;4,705882353;1;02.VI.2020;16H30;dalles béton;cour
V14;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V14;Uccle;Avenue Guillaume Herinckx, 13;50,7946396;4,3336822;80;4,705882353;1;02.VI.2020;16H30;dalles béton;cour
V14;1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V14;Uccle;Avenue Guillaume Herinckx, 13;50,7946396;4,3336822;80;4,705882353;1;02.VI.2020;16H30;dalles béton;cour
V15;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V15;Anderlecht;Avenue Eugène Ysaye, 65 ;50,8298496;4,2979699;70;2,592592593;3;02.VI.2020;17H30;dalles béton;trottoir
V15;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V15;Anderlecht;Avenue Eugène Ysaye, 65 ;50,8298496;4,2979699;70;2,592592593;3;02.VI.2020;17H30;dalles béton;trottoir
V15;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V15;Anderlecht;Avenue Eugène Ysaye, 65 ;50,8298496;4,2979699;70;2,592592593;3;02.VI.2020;17H30;dalles béton;trottoir
V15;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V15;Anderlecht;Avenue Eugène Ysaye, 65 ;50,8298496;4,2979699;70;2,592592593;3;02.VI.2020;17H30;dalles béton;trottoir
V15;0,8;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V15;Anderlecht;Avenue Eugène Ysaye, 65 ;50,8298496;4,2979699;70;2,592592593;3;02.VI.2020;17H30;dalles béton;trottoir
V15;1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V15;Anderlecht;Avenue Eugène Ysaye, 65 ;50,8298496;4,2979699;70;2,592592593;3;02.VI.2020;17H30;dalles béton;trottoir
V17;1,1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V17;Watermael-Boitsfort;Avenue Coloniale, 24-26;50,8036385;4,4049056;250;2,525252525;3;03.VI.2020;13H00;dalles béton;trottoir
V17;1,1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V17;Watermael-Boitsfort;Avenue Coloniale, 24-26;50,8036385;4,4049056;250;2,525252525;3;03.VI.2020;13H00;dalles béton;trottoir
V17;1,1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V17;Watermael-Boitsfort;Avenue Coloniale, 24-26;50,8036385;4,4049056;250;2,525252525;3;03.VI.2020;13H00;dalles béton;trottoir
V18;0,6;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V18;Watermael-Boitsfort;Avenue Coloniale, 34;50,8040587;4,405511;70;1,029411765;6;03.VI.2020;13H30;dalles béton;cour-trottoir
V18;3;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V18;Watermael-Boitsfort;Avenue Coloniale, 34;50,8040587;4,405511;70;1,029411765;6;03.VI.2020;13H30;dalles béton;cour-trottoir
V18;0,8;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V18;Watermael-Boitsfort;Avenue Coloniale, 34;50,8040587;4,405511;70;1,029411765;6;03.VI.2020;13H30;dalles béton;cour-trottoir
V19;0,4;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V19;Watermael-Boitsfort;Avenue Coloniale, 76;50,8054903;4,4062858;85;4,25;5;03.VI.2020;14H00;dalles béton;cour
V19;1,2;Philantidae;Cerceris;quadricincta;female;Cerceris_quadricincta;(Panzer 1799);V. Van Keymeulen;Y. Barbier;V19;Watermael-Boitsfort;Avenue Coloniale, 76;50,8054903;4,4062858;85;4,25;5;03.VI.2020;14H00;dalles béton;cour
V19;1,4;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V19;Watermael-Boitsfort;Avenue Coloniale, 76;50,8054903;4,4062858;85;4,25;5;03.VI.2020;14H00;dalles béton;cour
V19;0,8;Philantidae;Cerceris;quadricincta;female;Cerceris_quadricincta;(Panzer 1799);V. Van Keymeulen;Y. Barbier;V19;Watermael-Boitsfort;Avenue Coloniale, 76;50,8054903;4,4062858;85;4,25;5;03.VI.2020;14H00;dalles béton;cour
V19;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V19;Watermael-Boitsfort;Avenue Coloniale, 76;50,8054903;4,4062858;85;4,25;5;03.VI.2020;14H00;dalles béton;cour
V19;0,6;Philantidae;Cerceris;quadricincta;female;Cerceris_quadricincta;(Panzer 1799);V. Van Keymeulen;Y. Barbier;V19;Watermael-Boitsfort;Avenue Coloniale, 76;50,8054903;4,4062858;85;4,25;5;03.VI.2020;14H00;dalles béton;cour
V20;0,5;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V20;Watermael-Boitsfort;Avenue des bouleaux, 2;50,8052985;4,4069459;300;8,571428571;;03.VI.2020;14H30;non lié, mauvaises herbes;cour
V20;0,5;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V20;Watermael-Boitsfort;Avenue des bouleaux, 2;50,8052985;4,4069459;300;8,571428571;;03.VI.2020;14H30;non lié, mauvaises herbes;cour
V20;0,5;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V20;Watermael-Boitsfort;Avenue des bouleaux, 2;50,8052985;4,4069459;300;8,571428571;;03.VI.2020;14H30;non lié, mauvaises herbes;cour
V20;0,5;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V20;Watermael-Boitsfort;Avenue des bouleaux, 2;50,8052985;4,4069459;300;8,571428571;;03.VI.2020;14H30;non lié, mauvaises herbes;cour
V20;2,5;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V20;Watermael-Boitsfort;Avenue des bouleaux, 2;50,8052985;4,4069459;300;8,571428571;;03.VI.2020;14H30;non lié, mauvaises herbes;cour
V20;1;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V20;Watermael-Boitsfort;Avenue des bouleaux, 2;50,8052985;4,4069459;300;8,571428571;;03.VI.2020;14H30;non lié, mauvaises herbes;cour
V21;2;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V21;Watermael-Boitsfort;Avenue des taillis, gare de Watermael Boitsfort;50,808754;4,399561;110;3,4375;;03.VI.2020;15H30;dalles béton et pavés grès;cour
V21;1;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V21;Watermael-Boitsfort;Avenue des taillis, gare de Watermael Boitsfort;50,808754;4,399561;110;3,4375;;03.VI.2020;15H30;dalles béton et pavés grès;cour
V21;2,5;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V21;Watermael-Boitsfort;Avenue des taillis, gare de Watermael Boitsfort;50,808754;4,399561;110;3,4375;;03.VI.2020;15H30;dalles béton et pavés grès;cour
V21;1;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V21;Watermael-Boitsfort;Avenue des taillis, gare de Watermael Boitsfort;50,808754;4,399561;110;3,4375;;03.VI.2020;15H30;dalles béton et pavés grès;cour
V21;2;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V21;Watermael-Boitsfort;Avenue des taillis, gare de Watermael Boitsfort;50,808754;4,399561;110;3,4375;;03.VI.2020;15H30;dalles béton et pavés grès;cour
V21;1,1;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V21;Watermael-Boitsfort;Avenue des taillis, gare de Watermael Boitsfort;50,808754;4,399561;110;3,4375;;03.VI.2020;15H30;dalles béton et pavés grès;cour
