ECH;Size;Family;Genus;Species;Sex;Espece_Conc;Line;Coll.;Det.;ID;Municipality;Address;Latitude;Longitude;Nest number;Nest length [m];Nest size [m];Date;P;Pavement type;Pavement location
V22;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V22;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;500;9,433962264;2;16.VI.2020;12H00;dalles béton;trottoir_cour
V22;0,5;Philantidae;Cerceris;rybyensis;female;Cerceris_rybyensis;(Linneaus 1771);V. Van Keymeulen;G. Noël;V22;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;500;9,433962264;2;16.VI.2020;12H00;dalles béton;trottoir_cour
V22;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V22;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;500;9,433962264;2;16.VI.2020;12H00;dalles béton;trottoir_cour
V22;0,7;Philantidae;Cerceris;rybyensis;female;Cerceris_rybyensis;(Linneaus 1771);V. Van Keymeulen;G. Noël;V22;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;500;9,433962264;2;16.VI.2020;12H00;dalles béton;trottoir_cour
V23;0,9;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V23;Uccle;Avenue latérale 165;50,7956279;4,3652847;85;17;2;16.VI.2020;13H00;pavés béton;trottoir
V23;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V23;Uccle;Avenue latérale 165;50,7956279;4,3652847;85;17;2;16.VI.2020;13H00;pavés béton;trottoir
V23;0,6;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V23;Uccle;Avenue latérale 165;50,7956279;4,3652847;85;17;2;16.VI.2020;13H00;pavés béton;trottoir
V24;0,6;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V24;Ixelles;Chaussée de Waterloo 626;50,8177574;4,3652221;70;4,242424242;1,5;16.VI.2020;14H00;dalles béton et pavés grès;trottoir_pas_de_maison
V24;1,5;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V24;Ixelles;Chaussée de Waterloo 626;50,8177574;4,3652221;70;4,242424242;1,5;16.VI.2020;14H00;dalles béton et pavés grès;trottoir_pas_de_maison
V24;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V24;Ixelles;Chaussée de Waterloo 626;50,8177574;4,3652221;70;4,242424242;1,5;16.VI.2020;14H00;dalles béton et pavés grès;trottoir_pas_de_maison
V24;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V24;Ixelles;Chaussée de Waterloo 626;50,8177574;4,3652221;70;4,242424242;1,5;16.VI.2020;14H00;dalles béton et pavés grès;trottoir_pas_de_maison
V24;0,6;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V24;Ixelles;Chaussée de Waterloo 626;50,8177574;4,3652221;70;4,242424242;1,5;16.VI.2020;14H00;dalles béton et pavés grès;trottoir_pas_de_maison
V24;0,9;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V24;Ixelles;Chaussée de Waterloo 626;50,8177574;4,3652221;70;4,242424242;1,5;16.VI.2020;14H00;dalles béton et pavés grès;trottoir_pas_de_maison
V25;0,8;Philantidae;Cerceris;rybyensis;female;Cerceris_rybyensis;(Linneaus 1771);V. Van Keymeulen;Y. Barbier;V25;Forest;Avenue Besme 74;50,8205518;4,3372623;65;2,063492063;3,5;16.VI.2020;14H30;dalles béton abimées et pavés grès;trottoir
V25;0,9;Philantidae;Cerceris;rybyensis;female;Cerceris_rybyensis;(Linneaus 1771);V. Van Keymeulen;Y. Barbier;V25;Forest;Avenue Besme 74;50,8205518;4,3372623;65;2,063492063;3,5;16.VI.2020;14H30;dalles béton abimées et pavés grès;trottoir
V26;1,2;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V26;Ville de Bruxelles;Rue de Crayer, 17;50,8206029;4,367746;35;2,8;2,5;23.VI.2020;13H30;pavés grès;trottoir
V26;0,9;Philantidae;Cerceris;quadricincta;female;Cerceris_quadricincta;(Panzer 1799);V. Van Keymeulen;G. Noël;V26;Ville de Bruxelles;Rue de Crayer, 17;50,8206029;4,367746;35;2,8;2,5;23.VI.2020;13H30;pavés grès;trottoir
V26;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V26;Ville de Bruxelles;Rue de Crayer, 17;50,8206029;4,367746;35;2,8;2,5;23.VI.2020;13H30;pavés grès;trottoir
V26;0,7;Philantidae;Cerceris;quadricincta;female;Cerceris_quadricincta;(Panzer 1799);V. Van Keymeulen;G. Noël;V26;Ville de Bruxelles;Rue de Crayer, 17;50,8206029;4,367746;35;2,8;2,5;23.VI.2020;13H30;pavés grès;trottoir
V26;0,8;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V26;Ville de Bruxelles;Rue de Crayer, 17;50,8206029;4,367746;35;2,8;2,5;23.VI.2020;13H30;pavés grès;trottoir
V26;0,8;Philantidae;Cerceris;quadricincta;female;Cerceris_quadricincta;(Panzer 1799);V. Van Keymeulen;G. Noël;V26;Ville de Bruxelles;Rue de Crayer, 17;50,8206029;4,367746;35;2,8;2,5;23.VI.2020;13H30;pavés grès;trottoir
V27;1,2;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V27;Ixelles;Rue Jean Baptiste Meunier, 28;50,8149023;4,3504904;20;3,2;2,5;23.VI.2020;14H30;pavés grès;trottoir
V27;1,3;Philantidae;Cerceris;quadricincta;female;Cerceris_quadricincta;(Panzer 1799);V. Van Keymeulen;G. Noël;V27;Ixelles;Rue Jean Baptiste Meunier, 28;50,8149023;4,3504904;20;3,2;2,5;23.VI.2020;14H30;pavés grès;trottoir
V27;1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V27;Ixelles;Rue Jean Baptiste Meunier, 28;50,8149023;4,3504904;20;3,2;2,5;23.VI.2020;14H30;pavés grès;trottoir
V27;0,9;Philantidae;Cerceris;quadricincta;female;Cerceris_quadricincta;(Panzer 1799);V. Van Keymeulen;G. Noël;V27;Ixelles;Rue Jean Baptiste Meunier, 28;50,8149023;4,3504904;20;3,2;2,5;23.VI.2020;14H30;pavés grès;trottoir
V27;0,5;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V27;Ixelles;Rue Jean Baptiste Meunier, 28;50,8149023;4,3504904;20;3,2;2,5;23.VI.2020;14H30;pavés grès;trottoir
V27;1;Philantidae;Cerceris;quadricincta;female;Cerceris_quadricincta;(Panzer 1799);V. Van Keymeulen;G. Noël;V27;Ixelles;Rue Jean Baptiste Meunier, 28;50,8149023;4,3504904;20;3,2;2,5;23.VI.2020;14H30;pavés grès;trottoir
V28;1,2;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V28;Uccle;Rue Roberts Jones, 33;50,8077701;4,3550852;95;1,696428571;3,5;23.VI.2020;15H00;pavés grès;trottoir
V28;2,2;Philantidae;Cerceris;rybyensis;female;Cerceris_rybyensis;(Linneaus 1771);V. Van Keymeulen;Y. Barbier;V28;Uccle;Rue Roberts Jones, 33;50,8077701;4,3550852;95;1,696428571;3,5;23.VI.2020;15H00;pavés grès;trottoir
V28;1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V28;Uccle;Rue Roberts Jones, 33;50,8077701;4,3550852;95;1,696428571;3,5;23.VI.2020;15H00;pavés grès;trottoir
V28;0,8;Philantidae;Cerceris;rybyensis;female;Cerceris_rybyensis;(Linneaus 1771);V. Van Keymeulen;Y. Barbier;V28;Uccle;Rue Roberts Jones, 33;50,8077701;4,3550852;95;1,696428571;3,5;23.VI.2020;15H00;pavés grès;trottoir
V28;1,6;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V28;Uccle;Rue Roberts Jones, 33;50,8077701;4,3550852;95;1,696428571;3,5;23.VI.2020;15H00;pavés grès;trottoir
V28;1,1;Philantidae;Cerceris;rybyensis;female;Cerceris_rybyensis;(Linneaus 1771);V. Van Keymeulen;Y. Barbier;V28;Uccle;Rue Roberts Jones, 33;50,8077701;4,3550852;95;1,696428571;3,5;23.VI.2020;15H00;pavés grès;trottoir
V29;0,8;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V29;Uccle;Drêve du Sénéchal, 19;50,7945591;4,3770821;115;4,107142857;2;23.VI.2020;15H30;dalles béton;trottoir
V29;0,9;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V29;Uccle;Drêve du Sénéchal, 19;50,7945591;4,3770821;115;4,107142857;2;23.VI.2020;15H30;dalles béton;trottoir
V29;0,9;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V29;Uccle;Drêve du Sénéchal, 19;50,7945591;4,3770821;115;4,107142857;2;23.VI.2020;15H30;dalles béton;trottoir
V29;0,9;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V29;Uccle;Drêve du Sénéchal, 19;50,7945591;4,3770821;115;4,107142857;2;23.VI.2020;15H30;dalles béton;trottoir
V29;1,2;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V29;Uccle;Drêve du Sénéchal, 19;50,7945591;4,3770821;115;4,107142857;2;23.VI.2020;15H30;dalles béton;trottoir
V29;1,1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V29;Uccle;Drêve du Sénéchal, 19;50,7945591;4,3770821;115;4,107142857;2;23.VI.2020;15H30;dalles béton;trottoir
V30;1,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V30;Watermael-Boitsfort;Avenue des Ortolans, 101;50,8036752;4,4063911;90;2,5;3;26.VI.2020;13H00;dalles béton;trottoir
V30;1,3;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V30;Watermael-Boitsfort;Avenue des Ortolans, 101;50,8036752;4,4063911;90;2,5;3;26.VI.2020;13H00;dalles béton;trottoir
V30;0,9;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V30;Watermael-Boitsfort;Avenue des Ortolans, 101;50,8036752;4,4063911;90;2,5;3;26.VI.2020;13H00;dalles béton;trottoir
V30;2;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V30;Watermael-Boitsfort;Avenue des Ortolans, 101;50,8036752;4,4063911;90;2,5;3;26.VI.2020;13H00;dalles béton;trottoir
V30;1,2;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V30;Watermael-Boitsfort;Avenue des Ortolans, 101;50,8036752;4,4063911;90;2,5;3;26.VI.2020;13H00;dalles béton;trottoir
V30;1,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V30;Watermael-Boitsfort;Avenue des Ortolans, 101;50,8036752;4,4063911;90;2,5;3;26.VI.2020;13H00;dalles béton;trottoir
V31;1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V31;Watermael-Boitsfort;Rue de l'Aronde, 18;50,7997295;4,4114888;54;1,038461538;2;26.VI.2020;14H00;dalles béton;trottoir
V31;2;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V31;Watermael-Boitsfort;Rue de l'Aronde, 18;50,7997295;4,4114888;54;1,038461538;2;26.VI.2020;14H00;dalles béton;trottoir
V31;1,2;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V31;Watermael-Boitsfort;Rue de l'Aronde, 18;50,7997295;4,4114888;54;1,038461538;2;26.VI.2020;14H00;dalles béton;trottoir
V31;1,6;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V31;Watermael-Boitsfort;Rue de l'Aronde, 18;50,7997295;4,4114888;54;1,038461538;2;26.VI.2020;14H00;dalles béton;trottoir
V31;1;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V31;Watermael-Boitsfort;Rue de l'Aronde, 18;50,7997295;4,4114888;54;1,038461538;2;26.VI.2020;14H00;dalles béton;trottoir
V31;0,9;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V31;Watermael-Boitsfort;Rue de l'Aronde, 18;50,7997295;4,4114888;54;1,038461538;2;26.VI.2020;14H00;dalles béton;trottoir
V5;1;Philantidae;Philanthus;triangulum;female;Philanthus_triangulum;(Fabricius 1775);V. Van Keymeulen;G. Noël;V5;Uccle;Avenue du lycée français 5, 5a;50,7893569;4,3444865;200;3,2;2,5;21.V.2020;13H30;pavés béton carrés;trottoir_pas d'escalier
V5;1;Philantidae;Philanthus;triangulum;female;Philanthus_triangulum;(Fabricius 1775);V. Van Keymeulen;G. Noël;V5;Uccle;Avenue du lycée français 5, 5a;50,7893569;4,3444865;200;3,2;2,5;21.V.2020;13H30;pavés béton carrés;trottoir_pas d'escalier
V5;1;Philantidae;Philanthus;triangulum;female;Philanthus_triangulum;(Fabricius 1775);V. Van Keymeulen;G. Noël;V5;Uccle;Avenue du lycée français 5, 5a;50,7893569;4,3444865;200;3,2;2,5;21.V.2020;13H30;pavés béton carrés;trottoir_pas d'escalier
V6;0,7;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V6;Uccle;Avenue d'Orbaix 5-13;50,7880411;4,3708793;500;3,333333333;3;21.V.2020;14H30;pavés béton;trottoir
V6;1,2;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V6;Uccle;Avenue d'Orbaix 5-13;50,7880411;4,3708793;500;3,333333333;3;21.V.2020;14H30;pavés béton;trottoir
V6;1,2;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V6;Uccle;Avenue d'Orbaix 5-13;50,7880411;4,3708793;500;3,333333333;3;21.V.2020;14H30;pavés béton;trottoir
V6;1,2;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V6;Uccle;Avenue d'Orbaix 5-13;50,7880411;4,3708793;500;3,333333333;3;21.V.2020;14H30;pavés béton;trottoir
V6;0,8;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V6;Uccle;Avenue d'Orbaix 5-13;50,7880411;4,3708793;500;3,333333333;3;21.V.2020;14H30;pavés béton;trottoir
V6;1,2;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V6;Uccle;Avenue d'Orbaix 5-13;50,7880411;4,3708793;500;3,333333333;3;21.V.2020;14H30;pavés béton;trottoir
V7;0,9;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V7;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;8;0,4;5;21.V.2020;15H30;dalles béton;trottoir
V7;0,7;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V7;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;8;0,4;5;21.V.2020;15H30;dalles béton;trottoir
V7;0,4;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V7;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;8;0,4;5;21.V.2020;15H30;dalles béton;trottoir
V7;0,5;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V7;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;8;0,4;5;21.V.2020;15H30;dalles béton;trottoir
V7;0,6;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V7;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;8;0,4;5;21.V.2020;15H30;dalles béton;trottoir
V7;0,7;Philantidae;Cerceris;arenaria;male;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V7;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;8;0,4;5;21.V.2020;15H30;dalles béton;trottoir
V8;1,5;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V8;Uccle;Rue Molenvelt X Avenue Reisdorff;50,792973;4,324441;400;10,38961039;3,5;27.V.2020;12H00;dalles béton;trottoir
V8;0,6;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V8;Uccle;Rue Molenvelt X Avenue Reisdorff;50,792973;4,324441;400;10,38961039;3,5;27.V.2020;12H00;dalles béton;trottoir
V8;0,6;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V8;Uccle;Rue Molenvelt X Avenue Reisdorff;50,792973;4,324441;400;10,38961039;3,5;27.V.2020;12H00;dalles béton;trottoir
V9;0,6;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V9;Anderlecht;Rue Fridtjof Nansen 32;50,8259163;4,2919444;150;1,666666667;3;27.V.2020;14H30;dalles béton;trottoir
V9;0,6;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V9;Anderlecht;Rue Fridtjof Nansen 32;50,8259163;4,2919444;150;1,666666667;3;27.V.2020;14H30;dalles béton;trottoir
V9;0,6;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V9;Anderlecht;Rue Fridtjof Nansen 32;50,8259163;4,2919444;150;1,666666667;3;27.V.2020;14H30;dalles béton;trottoir
V9;0,6;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V9;Anderlecht;Rue Fridtjof Nansen 32;50,8259163;4,2919444;150;1,666666667;3;27.V.2020;14H30;dalles béton;trottoir
V9;0,8;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V9;Anderlecht;Rue Fridtjof Nansen 32;50,8259163;4,2919444;150;1,666666667;3;27.V.2020;14H30;dalles béton;trottoir
V9;0,9;Philantidae;Cerceris;arenaria;female;Cerceris_arenaria;(Linneaus 1758);V. Van Keymeulen;G. Noël;V9;Anderlecht;Rue Fridtjof Nansen 32;50,8259163;4,2919444;150;1,666666667;3;27.V.2020;14H30;dalles béton;trottoir
0;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;0;Etterbeek;Rue Dekens entre les numéros 7-11;50,8387758;4,387673;200;5;;05.IV.2020;17h00;Pavés Grès;Pas de maison_Trottoir
0;0,3;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;0;Etterbeek;Rue Dekens entre les numéros 7-11;50,8387758;4,387673;200;5;;05.IV.2020;17h00;Pavés Grès;Pas de maison_Trottoir
0;0,3;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;0;Etterbeek;Rue Dekens entre les numéros 7-11;50,8387758;4,387673;200;5;;05.IV.2020;17h00;Pavés Grès;Pas de maison_Trottoir
0;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;0;Etterbeek;Rue Dekens entre les numéros 7-11;50,8387758;4,387673;200;5;;05.IV.2020;17h00;Pavés Grès;Pas de maison_Trottoir
0;0,4;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;0;Etterbeek;Rue Dekens entre les numéros 7-11;50,8387758;4,387673;200;5;;05.IV.2020;17h00;Pavés Grès;Pas de maison_Trottoir
0;0,3;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;0;Etterbeek;Rue Dekens entre les numéros 7-11;50,8387758;4,387673;200;5;;05.IV.2020;17h00;Pavés Grès;Pas de maison_Trottoir
1;0,6;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;1;Ixelles;Rue du Viaduc 126;50,8348832;4,3733978;5;1;;08.IV.2020;14h45;Dalles béton;Pas de maison
1;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;1;Ixelles;Rue du Viaduc 126;50,8348832;4,3733978;5;1;;08.IV.2020;14h45;Dalles béton;Pas de maison
1;0,8;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;1;Ixelles;Rue du Viaduc 126;50,8348832;4,3733978;5;1;;08.IV.2020;14h45;Dalles béton;Pas de maison
1;0,8;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;1;Ixelles;Rue du Viaduc 126;50,8348832;4,3733978;5;1;;08.IV.2020;14h45;Dalles béton;Pas de maison
1;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;1;Ixelles;Rue du Viaduc 126;50,8348832;4,3733978;5;1;;08.IV.2020;14h45;Dalles béton;Pas de maison
3;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;3;Ixelles;Rue du Viaduc 78;50,8348832;4,3706238;20;12;;08.IV.2020;14h30;Dalles béton;A check sur photo
3;0,4;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;3;Ixelles;Rue du Viaduc 78;50,8348832;4,3706238;20;12;;08.IV.2020;14h30;Dalles béton;A check sur photo
3;0,8;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;3;Ixelles;Rue du Viaduc 78;50,8348832;4,3706238;20;12;;08.IV.2020;14h30;Dalles béton;A check sur photo
3;1,2;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;3;Ixelles;Rue du Viaduc 78;50,8348832;4,3706238;20;12;;08.IV.2020;14h30;Dalles béton;A check sur photo
3;0,6;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;3;Ixelles;Rue du Viaduc 78;50,8348832;4,3706238;20;12;;08.IV.2020;14h30;Dalles béton;A check sur photo
3;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;3;Ixelles;Rue du Viaduc 78;50,8348832;4,3706238;20;12;;08.IV.2020;14h30;Dalles béton;A check sur photo
6;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;6;Ville de Bruxelles;Rue du Tenbosch 9;50,8239094;4,366009;10;2;;11.IV.2020;13h45;Dalles béton;Pas de maison_Trottoir
6;2,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;6;Ville de Bruxelles;Rue du Tenbosch 9;50,8239094;4,366009;10;2;;11.IV.2020;13h45;Dalles béton;Pas de maison_Trottoir
6;0,6;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;6;Ville de Bruxelles;Rue du Tenbosch 9;50,8239094;4,366009;10;2;;11.IV.2020;13h45;Dalles béton;Pas de maison_Trottoir
6;0,8;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;6;Ville de Bruxelles;Rue du Tenbosch 9;50,8239094;4,366009;10;2;;11.IV.2020;13h45;Dalles béton;Pas de maison_Trottoir
6;3;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;6;Ville de Bruxelles;Rue du Tenbosch 9;50,8239094;4,366009;10;2;;11.IV.2020;13h45;Dalles béton;Pas de maison_Trottoir
6;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;6;Ville de Bruxelles;Rue du Tenbosch 9;50,8239094;4,366009;10;2;;11.IV.2020;13h45;Dalles béton;Pas de maison_Trottoir
7;0,2;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;7;Etterbeek;Rue Baron Lambert, 36-38;50,8351064;4,3890935;2 0;10;;10.IV.2020;14h00;Pavés grès;Pas de maison
7;0,4;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;7;Etterbeek;Rue Baron Lambert, 36-38;50,8351064;4,3890935;2 0;10;;10.IV.2020;14h00;Pavés grès;Pas de maison
7;0,4;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;7;Etterbeek;Rue Baron Lambert, 36-38;50,8351064;4,3890935;2 0;10;;10.IV.2020;14h00;Pavés grès;Pas de maison
7;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;7;Etterbeek;Rue Baron Lambert, 36-38;50,8351064;4,3890935;2 0;10;;10.IV.2020;14h00;Pavés grès;Pas de maison
7;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;7;Etterbeek;Rue Baron Lambert, 36-38;50,8351064;4,3890935;2 0;10;;10.IV.2020;14h00;Pavés grès;Pas de maison
